id,SalePrice
1461,118016.43242
1462,157112.08603
1463,188047.00638
1464,212470.43287
1465,183835.87024
1466,173640.68726
1467,164063.77549
1468,170232.84813
1469,162552.38815
1470,123441.62792
1471,200398.33968
1472,90063.063725
1473,94751.795591
1474,130563.59528
1475,97671.599832
1476,369357.60089
1477,242273.10727
1478,297396.58679
1479,335918.16627
1480,445358.05968
1481,313529.9491
1482,226070.12252
1483,188179.27922
1484,174113.882
1485,200037.09214
1486,206777.4114
1487,323920.16148
1488,232778.63691
1489,175745.01301
1490,233383.45731
1491,196670.17396
1492,95112.335364
1493,178916.83729
1494,307635.16037
1495,290147.73764
1496,234784.83331
1497,166863.10341
1498,157173.5335
1499,155870.84106
1500,154539.81811
1501,175774.23195
1502,164770.67012
1503,273405.75252
1504,229844.07842
1505,216901.42291
1506,191727.94841
1507,251513.48443
1508,213003.96
1509,153160.82356
1510,143022.78257
1511,139788.6043
1512,178070.00425
1513,144569.41262
1514,144023.2093
1515,205248.85871
1516,172921.13091
1517,161651.80591
1518,146883.35095
1519,213294.81608
1520,140174.63018
1521,145368.75863
1522,176118.45732
1523,112707.48738
1524,110227.30742
1525,125153.14737
1526,122565.1433
1527,115920.60549
1528,121259.59062
1529,146776.19339
1530,168555.28037
1531,135109.02265
1532,99517.42078
1533,131979.07468
1534,117226.35575
1535,151693.19182
1536,117555.88842
1537,82542.91296
1538,136278.56584
1539,178154.94459
1540,106973.07384
1541,134912.73345
1542,132045.32578
1543,156608.99797
1544,85299.065302
1545,107316.30549
1546,123480.58957
1547,126986.62345
1548,115175.26205
1549,112975.32424
1550,131171.23053
1551,118526.12933
1552,144633.86768
1553,128326.137
1554,111758.97581
1555,190185.79823
1556,165710.90285
1557,96089.75336
1558,106334.69612
1559,99867.739071
1560,149657.80706
1561,114299.30838
1562,123366.03109
1563,112592.39035
1564,167500.86007
1565,148919.11723
1566,201039.88732
1567,93823.093749
1568,240489.77698
1569,148213.84346
1570,147513.70521
1571,134365.24123
1572,132747.17217
1573,234376.09226
1574,134235.52703
1575,209395.87723
1576,268173.80193
1577,187809.38211
1578,145209.02287
1579,134312.85887
1580,190889.60366
1581,154721.86078
1582,115358.49024
1583,311453.05852
1584,223286.79056
1585,149700.64584
1586,74956.769116
1587,102031.75738
1588,139370.44066
1589,98160.495116
1590,121661.32834
1591,92867.709535
1592,119999.87759
1593,125855.54563
1594,110266.37747
1595,123329.24244
1596,222339.68744
1597,188905.97134
1598,204338.35712
1599,158607.76484
1600,160366.68728
1601,78705.023972
1602,105398.16775
1603,90545.903167
1604,276338.67251
1605,235304.03635
1606,157252.09164
1607,179833.0681
1608,241258.64167
1609,180759.11607
1610,153000.79805
1611,145224.31716
1612,178675.47841
1613,167779.19858
1614,124047.69075
1615,92916.030898
1616,88021.93931
1617,105501.16581
1618,107488.61673
1619,127673.3641
1620,182851.64441
1621,132690.95966
1622,144040.97574
1623,225936.65801
1624,220889.18524
1625,127357.69922
1626,179137.67932
1627,192536.33722
1628,280579.09412
1629,174487.93432
1630,353799.96071
1631,209915.81841
1632,247140.78593
1633,177252.02916
1634,188776.8354
1635,187906.04458
1636,164002.9141
1637,187142.53775
1638,204998.93505
1639,187968.16055
1640,242727.64159
1641,191751.18385
1642,261548.41054
1643,214921.3705
1644,221778.89562
1645,187031.32875
1646,169190.27932
1647,159834.30494
1648,129063.80623
1649,140722.44518
1650,112159.12676
1651,114457.40197
1652,91568.411341
1653,92535.757921
1654,126213.94837
1655,116788.27033
1656,126202.42788
1657,124080.69873
1658,138060.31726
1659,96384.875712
1660,166079.09653
1661,427755.25989
1662,343766.87088
1663,355371.93452
1664,445593.83872
1665,301646.48601
1666,328577.3571
1667,365019.8901
1668,345363.15285
1669,302845.5755
1670,342071.76311
1671,272407.14003
1672,421583.54094
1673,305552.4294
1674,243945.47198
1675,217420.04455
1676,217413.73979
1677,238791.33225
1678,508859.35224
1679,369401.80665
1680,331456.17353
1681,248248.44158
1682,298184.67901
1683,199362.00405
1684,194389.23831
1685,194620.1992
1686,188047.98492
1687,185361.82102
1688,211054.18235
1689,205014.7927
1690,217756.25973
1691,203662.86827
1692,265486.42183
1693,181971.65564
1694,184948.04871
1695,156929.64249
1696,269375.66013
1697,164223.46793
1698,331982.66736
1699,305455.95701
1700,264143.27446
1701,281561.12406
1702,240734.78867
1703,242644.92886
1704,270864.88132
1705,253882.48723
1706,407036.53768
1707,207163.9362
1708,185767.75794
1709,255496.92815
1710,222467.31543
1711,271831.70505
1712,241203.49432
1713,261244.84203
1714,211841.06722
1715,201271.19143
1716,165328.93027
1717,164450.75222
1718,117992.11926
1719,202084.99126
1720,225371.25864
1721,157053.35424
1722,118516.35285
1723,159551.30343
1724,201348.20631
1725,244750.56429
1726,187247.98346
1727,170756.01577
1728,181449.34546
1729,160353.89039
1730,147270.03707
1731,118454.0669
1732,132217.06971
1733,120569.93447
1734,120930.34209
1735,144346.50881
1736,116665.98513
1737,280572.91384
1738,241248.77243
1739,257203.54945
1740,226822.60751
1741,208918.40008
1742,168478.87
1743,176824.23349
1744,302703.44162
1745,212914.12702
1746,209354.01724
1747,210814.98104
1748,225188.28327
1749,160352.15989
1750,135591.16633
1751,238248.80394
1752,119945.31712
1753,136848.76436
1754,194862.12125
1755,170693.97503
1756,113103.25338
1757,115812.53246
1758,169309.27264
1759,173091.57752
1760,167582.17938
1761,155061.3917
1762,183198.24367
1763,170520.40249
1764,121128.58615
1765,138064.65514
1766,195434.97247
1767,205217.96754
1768,142356.54514
1769,165365.947
1770,151410.37529
1771,134628.93064
1772,111325.72601
1773,135016.30519
1774,171667.45148
1775,134440.29848
1776,116574.35823
1777,105988.53028
1778,142815.8383
1779,108267.33952
1780,155399.11887
1781,130768.40113
1782,96820.145638
1783,145644.26454
1784,118596.87108
1785,130555.65971
1786,168234.87957
1787,162443.7057
1788,70756.476137
1789,109768.41883
1790,91091.726875
1791,213029.40661
1792,138869.80486
1793,132523.85408
1794,146567.97273
1795,128069.95387
1796,135548.04191
1797,116426.56844
1798,127647.28587
1799,104181.63946
1800,133820.31298
1801,120468.4522
1802,133680.11616
1803,147319.74115
1804,148404.28796
1805,131230.84052
1806,123857.26729
1807,132255.90772
1808,121882.27677
1809,114460.72342
1810,126997.41002
1811,75669.535926
1812,89827.052235
1813,107132.9971
1814,95944.414078
1815,66789.068683
1816,107522.30959
1817,133436.00915
1818,147571.95817
1819,145033.12101
1820,89832.113106
1821,112102.68677
1822,151924.92011
1823,55705.507391
1824,123274.23043
1825,136082.36032
1826,124471.43019
1827,105109.4886
1828,124244.09295
1829,130099.07407
1830,135993.30965
1831,138770.73243
1832,106731.08482
1833,132497.02536
1834,140707.16905
1835,111968.11294
1836,109754.23697
1837,91684.676839
1838,115685.60415
1839,94517.264341
1840,120223.21989
1841,139860.62769
1842,99355.403833
1843,135406.08769
1844,142446.33027
1845,142453.92453
1846,155709.64621
1847,179204.09764
1848,62311.854241
1849,116393.2449
1850,114199.54258
1851,148942.0153
1852,125572.04276
1853,143583.50113
1854,163083.23353
1855,172063.1983
1856,225995.60362
1857,169893.3186
1858,132098.48645
1859,120228.33841
1860,155614.75362
1861,119743.48894
1862,299641.24651
1863,295455.75391
1864,295503.9538
1865,316903.78075
1866,321331.73253
1867,213580.85345
1868,280418.19141
1869,203529.23771
1870,217044.94594
1871,256719.28417
1872,197952.75651
1873,231564.24959
1874,132473.53337
1875,189568.03446
1876,195487.40033
1877,214221.42972
1878,214513.28458
1879,138641.39321
1880,127964.39089
1881,230130.17629
1882,241929.64636
1883,182254.06935
1884,190044.72909
1885,233516.48138
1886,269117.0899
1887,213396.15602
1888,256357.52866
1889,184986.85196
1890,130856.65371
1891,126723.56031
1892,83592.645573
1893,126500.37677
1894,125330.49066
1895,153059.05154
1896,131332.06505
1897,141055.70022
1898,118654.83495
1899,172239.01564
1900,142667.76819
1901,156234.34928
1902,153209.69216
1903,220081.01964
1904,158075.7478
1905,196255.23031
1906,120440.47116
1907,197198.34383
1908,108184.63896
1909,133468.20963
1910,123562.53986
1911,192308.98275
1912,301417.96353
1913,118787.05089
1914,66025.470006
